track_id,race_date,race_number,program_number,weight_carried,jockey,odds,position_at_finish
BEL,5/27/2019,11,11,124,Tzeonn Chang,9800,12
BEL,5/27/2019,11,12,124,Jose Lezcano,265,9
BEL,5/27/2019,11,2,118,Dylan Davis,1330,5
BEL,5/27/2019,11,3,120,Samuel Camacho Jr.,1260,10
BEL,5/27/2019,11,4,124,Junior Alvarado,1790,7
BEL,5/27/2019,11,5,124,Luis Saez,260,4
BEL,5/27/2019,11,6,111,Benjamin Hernandez,3950,6
BEL,5/27/2019,11,7,118,Ricardo Santana Jr.,760,1
BEL,5/27/2019,11,8,118,Rajiv Maragh,3925,8
BEL,5/27/2019,11,9,118,Kendrick Carmouche,1470,11
BEL,5/30/2019,1,2,125,Samuel Camacho Jr.,70,2
BEL,5/30/2019,1,3,123,Dylan Davis,1550,4
BEL,5/30/2019,1,4,123,Kendrick Carmouche,215,1
BEL,5/30/2019,1,5,123,Manuel Franco,360,3
BEL,5/30/2019,1,6,123,Edward Escobar,4125,5
BEL,5/30/2019,2,1,123,Manuel Franco,315,1
BEL,5/30/2019,2,2,125,Jose Lezcano,85,3
BEL,5/30/2019,2,3,123,Harry Hernandez,4325,7
BEL,5/30/2019,2,4,120,Dylan Davis,3575,6
BEL,5/30/2019,2,5,125,Irad Ortiz Jr.,345,4
BEL,5/30/2019,2,6,123,Eric Cancel,850,5
BEL,5/30/2019,2,7,120,Jose L. Ortiz,2400,2
BEL,5/30/2019,3,1,120,John R. Velazquez,480,4
BEL,5/30/2019,3,2,118,Joe Bravo,1260,3
BEL,5/30/2019,3,3,120,Jose L. Ortiz,35,1
BEL,5/30/2019,3,4,126,Jose Lezcano,800,2
BEL,5/30/2019,3,5,126,Irad Ortiz Jr.,750,5
BEL,5/30/2019,4,1,118,Junior Alvarado,960,7
BEL,5/30/2019,4,2,118,Dylan Davis,180,3
BEL,5/30/2019,4,3,118,Eric Cancel,3575,4
BEL,5/30/2019,4,4,118,Luis Saez,210,1
BEL,5/30/2019,4,6,118,Kendrick Carmouche,1720,6
BEL,5/30/2019,4,7,118,Luis R. Reyes,4075,5
BEL,5/30/2019,4,9,118,Irad Ortiz Jr.,215,2
BEL,5/30/2019,5,1,118,Manuel Franco,970,4
BEL,5/30/2019,5,2,118,Joel Rosario,165,7
BEL,5/30/2019,5,3,118,Irad Ortiz Jr.,640,3
BEL,5/30/2019,5,4,118,Javier Castellano,1400,5
BEL,5/30/2019,5,5,118,Jose Lezcano,300,2
BEL,5/30/2019,5,6,118,Jose L. Ortiz,510,6
BEL,5/30/2019,5,7,118,Luis Saez,760,1
BEL,5/30/2019,6,1,125,Dylan Davis,500,7
BEL,5/30/2019,6,2,123,Luis Saez,500,6
BEL,5/30/2019,6,3,123,Manuel Franco,420,4
BEL,5/30/2019,6,4,123,Irad Ortiz Jr.,260,3
BEL,5/30/2019,6,5,123,Kendrick Carmouche,600,1
BEL,5/30/2019,6,6,125,Jose L. Ortiz,430,2
BEL,5/30/2019,6,7,123,Joel Rosario,2575,5
BEL,5/30/2019,6,8,123,Harry Hernandez,3225,8
BEL,5/30/2019,7,1,118,Dylan Davis,4125,6
BEL,5/30/2019,7,2,118,Joel Rosario,520,2
BEL,5/30/2019,7,3,118,John R. Velazquez,760,4
BEL,5/30/2019,7,4,118,Irad Ortiz Jr.,740,5
BEL,5/30/2019,7,5,118,Jose Lezcano,1590,7
BEL,5/30/2019,7,6,118,Jose L. Ortiz,140,1
BEL,5/30/2019,7,7,118,Javier Castellano,225,3
BEL,5/30/2019,8,1,123,Manuel Franco,910,4
BEL,5/30/2019,8,2,125,Joel Rosario,105,2
BEL,5/30/2019,8,3,120,Luis Saez,260,5
BEL,5/30/2019,8,5,120,Eric Cancel,500,1
BEL,5/30/2019,8,7,120,Junior Alvarado,460,3
BEL,5/31/2019,1,1,116,Benjamin Hernandez,200,1
BEL,5/31/2019,1,1A ,125,Luis R. Reyes,200,6
BEL,5/31/2019,1,2,125,Ruben Silvera,2290,2
BEL,5/31/2019,1,3,125,Hector Rafael Diaz Jr.,260,4
BEL,5/31/2019,1,4,116,Heman K. Harkie,3300,7
BEL,5/31/2019,1,5,125,Irad Ortiz Jr.,345,5
BEL,5/31/2019,1,6,125,Kendrick Carmouche,245,3
BEL,5/31/2019,2,1,118,Dylan Davis,1190,1
BEL,5/31/2019,2,3,120,Samuel Camacho Jr.,1390,5
BEL,5/31/2019,2,4,118,John R. Velazquez,120,3
BEL,5/31/2019,2,5,118,Irad Ortiz Jr.,265,4
BEL,5/31/2019,2,7,118,Kendrick Carmouche,200,2
BEL,5/31/2019,3,2,123,Irad Ortiz Jr.,155,3
BEL,5/31/2019,3,3,125,Hector Rafael Diaz Jr.,3475,5
BEL,5/31/2019,3,4,123,Rajiv Maragh,330,4
BEL,5/31/2019,3,7,125,Jose Lezcano,205,2
BEL,5/31/2019,3,8,125,John R. Velazquez,350,1
BEL,5/31/2019,4,10,123,Harry Hernandez,230,1
BEL,5/31/2019,4,2,123,Joel Rosario,530,6
BEL,5/31/2019,4,3,123,Luis Saez,225,2
BEL,5/31/2019,4,5,123,Jose L. Ortiz,650,4
BEL,5/31/2019,4,6,113,Joey R. Martinez,1560,3
BEL,5/31/2019,4,8,118,Dylan Davis,330,5
BEL,5/31/2019,5,1,118,Manuel Franco,295,4
BEL,5/31/2019,5,2,125,Harry Hernandez,1790,2
BEL,5/31/2019,5,4,120,Samuel Camacho Jr.,420,3
BEL,5/31/2019,5,6,113,Joey R. Martinez,1900,5
BEL,5/31/2019,5,8,118,Dylan Davis,50,1
BEL,5/31/2019,6,10,125,Luis R. Reyes,4050,5
BEL,5/31/2019,6,12,125,Luis Saez,205,2
BEL,5/31/2019,6,13,118,Dylan Davis,200,1
BEL,5/31/2019,6,3,118,Eric Cancel,1460,6
BEL,5/31/2019,6,4,118,Javier Castellano,370,4
BEL,5/31/2019,6,7,118,Michael J. Luzzi,560,3
BEL,5/31/2019,6,9,120,Samuel Camacho Jr.,1070,7
BEL,5/31/2019,7,1,124,Manuel Franco,240,2
BEL,5/31/2019,7,2,120,Luis R. Reyes,2140,4
BEL,5/31/2019,7,3,120,Irad Ortiz Jr.,270,3
BEL,5/31/2019,7,5,124,Jose L. Ortiz,100,1
BEL,5/31/2019,7,6,120,Jose Lezcano,990,5
BEL,5/31/2019,8,3,118,Dylan Davis,185,1
BEL,5/31/2019,8,4,118,Jose L. Ortiz,640,4
BEL,5/31/2019,8,8,118,Irad Ortiz Jr.,240,2
BEL,5/31/2019,8,9,123,Kendrick Carmouche,135,3
BEL,5/31/2019,9,11,123,Luis Saez,410,3
BEL,5/31/2019,9,12,116,Benjamin Hernandez,490,4
BEL,5/31/2019,9,3,123,Dylan Davis,730,2
BEL,5/31/2019,9,4,123,Irad Ortiz Jr.,185,5
BEL,5/31/2019,9,5,123,Manuel Franco,215,1
BEL,5/31/2019,9,9,123,Samuel Camacho Jr.,2150,6
BEL,6/1/2019,1,2,118,Joel Rosario,430,3
BEL,6/1/2019,1,3,124,Dylan Davis,2030,4
BEL,6/1/2019,1,4,118,Jose L. Ortiz,185,2
BEL,6/1/2019,1,7,118,John R. Velazquez,350,6
BEL,6/1/2019,1,8,124,Jose Lezcano,920,1
BEL,6/1/2019,1,9,118,Irad Ortiz Jr.,245,5
BEL,6/1/2019,2,1,122,Irad Ortiz Jr.,120,1
BEL,6/1/2019,2,2,122,Javier Castellano,255,3
BEL,6/1/2019,2,3,122,John R. Velazquez,550,2
BEL,6/1/2019,2,4,120,Luis R. Reyes,2950,6
BEL,6/1/2019,2,5,122,Joel Rosario,730,4
BEL,6/1/2019,2,6,122,Jose L. Ortiz,540,5
BEL,6/1/2019,3,1,124,Dylan Davis,145,3
BEL,6/1/2019,3,1A ,126,Jose L. Ortiz,145,6
BEL,6/1/2019,3,2B ,126,Luis R. Reyes,550,4
BEL,6/1/2019,3,3,126,Eric Cancel,860,2
BEL,6/1/2019,3,4,124,Irad Ortiz Jr.,165,1
BEL,6/1/2019,3,5,124,Samuel Jimenez,4900,7
BEL,6/1/2019,3,6,124,Joel Rosario,620,5
BEL,6/1/2019,4,1,117,Dylan Davis,1130,4
BEL,6/1/2019,4,2,117,Jose Lezcano,590,2
BEL,6/1/2019,4,3,117,John R. Velazquez,690,6
BEL,6/1/2019,4,4,124,Irad Ortiz Jr.,1900,3
BEL,6/1/2019,4,5,117,Jose L. Ortiz,30,1
BEL,6/1/2019,4,6,117,Eric Cancel,4400,5
BEL,6/1/2019,5,2,118,Jose Lezcano,510,3
BEL,6/1/2019,5,3,118,Dylan Davis,930,5
BEL,6/1/2019,5,4,118,Eric Cancel,2390,5
BEL,6/1/2019,5,5,119,Samuel Jimenez,5000,7
BEL,6/1/2019,5,6,118,Javier Castellano,190,1
BEL,6/1/2019,5,7,118,Irad Ortiz Jr.,290,4
BEL,6/1/2019,5,8,118,Jose L. Ortiz,265,2
BEL,6/1/2019,6,1,124,Dylan Davis,460,6
BEL,6/1/2019,6,10,124,Rajiv Maragh,2110,5
BEL,6/1/2019,6,1A ,117,Benjamin Hernandez,460,4
BEL,6/1/2019,6,2,124,Javier Castellano,460,2
BEL,6/1/2019,6,3,126,Irad Ortiz Jr.,400,1
BEL,6/1/2019,6,5,124,Luis R. Reyes,3700,7
BEL,6/1/2019,6,6,124,Joel Rosario,1250,8
BEL,6/1/2019,6,7,124,Jose Lezcano,275,3
BEL,6/1/2019,6,8,124,Jose L. Ortiz,660,10
BEL,6/1/2019,6,9,126,Eric Cancel,940,9
BEL,6/1/2019,7,1,123,Jose L. Ortiz,420,2
BEL,6/1/2019,7,2,118,Benjamin Hernandez,150,5
BEL,6/1/2019,7,4,113,Heman K. Harkie,2040,4
BEL,6/1/2019,7,5,125,Eric Cancel,340,3
BEL,6/1/2019,7,6,125,Joel Rosario,200,1
BEL,6/1/2019,8,1,115,Jose Lezcano,325,7
BEL,6/1/2019,8,3,117,Javier Castellano,520,1
BEL,6/1/2019,8,4,115,Jose L. Ortiz,235,3
BEL,6/1/2019,8,5,121,Irad Ortiz Jr.,530,5
BEL,6/1/2019,8,6,117,Rajiv Maragh,3675,6
BEL,6/1/2019,8,7,121,Joel Rosario,355,2
BEL,6/1/2019,8,8,121,John R. Velazquez,910,4
BEL,6/1/2019,9,1,120,Jose L. Ortiz,890,5
BEL,6/1/2019,9,10,125,John R. Velazquez,640,1
BEL,6/1/2019,9,11,118,Michael J. Luzzi,2875,10
BEL,6/1/2019,9,12,120,Eric Cancel,1660,9
BEL,6/1/2019,9,4,120,Luis R. Reyes,4125,7
BEL,6/1/2019,9,5,125,Jose Lezcano,470,6
BEL,6/1/2019,9,6,118,Irad Ortiz Jr.,630,2
BEL,6/1/2019,9,7,120,Joel Rosario,250,3
BEL,6/1/2019,9,8,125,Javier Castellano,520,4
BEL,6/1/2019,9,9,123,Dylan Davis,1030,8
BEL,6/2/2019,1,1,124,Tzeonn Chang,2525,2
BEL,6/2/2019,1,2,118,Irad Ortiz Jr.,55,1
BEL,6/2/2019,1,3,120,Samuel Camacho Jr.,360,6
BEL,6/2/2019,1,4,118,Dylan Davis,1530,3
BEL,6/2/2019,1,5,118,Luis R. Reyes,520,5
BEL,6/2/2019,1,6,118,Joel Rosario,1010,4
BEL,6/2/2019,2,10,125,Michael J. Luzzi,1460,8
BEL,6/2/2019,2,11,118,Junior Alvarado,550,1
BEL,6/2/2019,2,12,118,Rajiv Maragh,3550,5
BEL,6/2/2019,2,2,118,Luis Saez,570,7
BEL,6/2/2019,2,3,118,Joey R. Martinez,8275,9
BEL,6/2/2019,2,4,118,Dylan Davis,2020,10
BEL,6/2/2019,2,5,118,Irad Ortiz Jr.,85,4
BEL,6/2/2019,2,6,118,Jose Lezcano,870,2
BEL,6/2/2019,2,7,125,Samuel Camacho Jr.,8600,6
BEL,6/2/2019,2,8,118,Benjamin Hernandez,1080,3
BEL,6/2/2019,2,9,118,Samuel Jimenez,11400,11
BEL,6/2/2019,3,1,124,Irad Ortiz Jr.,220,4
BEL,6/2/2019,3,3,126,Jose Lezcano,95,1
BEL,6/2/2019,3,4,117,Benjamin Hernandez,1880,2
BEL,6/2/2019,3,5,124,Joel Rosario,255,3
BEL,6/2/2019,3,6,124,Luis R. Reyes,2070,5
BEL,6/2/2019,4,1,118,Manuel Franco,720,5
BEL,6/2/2019,4,3,118,Joel Rosario,100,3
BEL,6/2/2019,4,4,113,Joey R. Martinez,580,2
BEL,6/2/2019,4,5,118,Luis R. Reyes,2725,6
BEL,6/2/2019,4,7,120,Samuel Camacho Jr.,1040,4
BEL,6/2/2019,4,8,118,Javier Castellano,225,1
BEL,6/2/2019,5,1,123,Rajiv Maragh,300,5
BEL,6/2/2019,5,10,118,Michael J. Luzzi,4750,7
BEL,6/2/2019,5,2,123,Edward Escobar,2500,8
BEL,6/2/2019,5,3,120,Dylan Davis,420,4
BEL,6/2/2019,5,4,118,Joel Rosario,690,6
BEL,6/2/2019,5,5,116,Benjamin Hernandez,5900,3
BEL,6/2/2019,5,7,123,Jose L. Ortiz,360,1
BEL,6/2/2019,5,8,118,Luis Saez,265,2
BEL,6/2/2019,5,9,118,Manuel Franco,1570,9
BEL,6/2/2019,6,3,123,Rajiv Maragh,275,4
BEL,6/2/2019,6,4,123,Dylan Davis,400,1
BEL,6/2/2019,6,5,123,Jose L. Ortiz,570,6
BEL,6/2/2019,6,6,125,Kendrick Carmouche,125,2
BEL,6/2/2019,6,8,116,Joey R. Martinez,3300,5
BEL,6/2/2019,6,9,123,Eric Cancel,840,3
BEL,6/2/2019,7,1,125,Jose Lezcano,310,2
BEL,6/2/2019,7,2,120,Samuel Camacho Jr.,2400,8
BEL,6/2/2019,7,3,125,Javier Castellano,280,3
BEL,6/2/2019,7,4,125,Eric Cancel,1440,9
BEL,6/2/2019,7,5,118,Luis Saez,500,4
BEL,6/2/2019,7,6,125,Manuel Franco,2925,7
BEL,6/2/2019,7,7,125,Luis R. Reyes,910,5
BEL,6/2/2019,7,8,118,Benjamin Hernandez,8325,6
BEL,6/2/2019,7,9,125,Dylan Davis,265,1
BEL,6/2/2019,8,1,117,Benjamin Hernandez,2050,3
BEL,6/2/2019,8,10,124,Dylan Davis,3500,10
BEL,6/2/2019,8,11,117,Joey R. Martinez,2675,2
BEL,6/2/2019,8,12,124,Luis R. Reyes,11550,5
BEL,6/2/2019,8,3,124,Irad Ortiz Jr.,280,8
BEL,6/2/2019,8,4,124,Manuel Franco,3150,9
BEL,6/2/2019,8,5,124,Eric Cancel,2190,7
BEL,6/2/2019,8,6,124,Kendrick Carmouche,75,1
BEL,6/2/2019,8,7,124,Samuel Camacho Jr.,13875,11
BEL,6/2/2019,8,8,126,Jose Lezcano,810,6
BEL,6/2/2019,8,9,118,Luis Saez,1500,4
BEL,6/2/2019,9,1,123,Joel Rosario,1210,5
BEL,6/2/2019,9,2,121,Jose L. Ortiz,385,1
BEL,6/2/2019,9,3,121,John R. Velazquez,430,4
BEL,6/2/2019,9,4,118,Dylan Davis,345,6
BEL,6/2/2019,9,5,123,Jose Lezcano,105,2
BEL,6/2/2019,9,6,114,Benjamin Hernandez,5225,3
BEL,6/2/2019,10,1,118,Rajiv Maragh,2700,5
BEL,6/2/2019,10,10,118,John R. Velazquez,2080,7
BEL,6/2/2019,10,11,125,Irad Ortiz Jr.,510,9
BEL,6/2/2019,10,2,118,Luis Saez,370,8
BEL,6/2/2019,10,3,118,Jose L. Ortiz,265,4
BEL,6/2/2019,10,4,118,Junior Alvarado,900,1
BEL,6/2/2019,10,5,125,Javier Castellano,1050,3
BEL,6/2/2019,10,6,118,Manuel Franco,385,2
BEL,6/2/2019,10,7,118,Eric Cancel,1610,6
BEL,6/2/2019,10,9,120,Samuel Camacho Jr.,8475,10
BEL,6/6/2019,1,1,118,Javier Castellano,460,2
BEL,6/6/2019,1,2,126,Joel Rosario,145,1
BEL,6/6/2019,1,3,126,Jose Lezcano,375,3
BEL,6/6/2019,1,4,126,Jose L. Ortiz,260,5
BEL,6/6/2019,1,5,124,Flavien Prat,700,4
BEL,6/6/2019,2,1,120,Samuel Camacho Jr.,4300,7
BEL,6/6/2019,2,2,124,Luis Saez,630,1
BEL,6/6/2019,2,3,118,Javier Castellano,395,3
BEL,6/6/2019,2,4,120,Joel Rosario,235,2
BEL,6/6/2019,2,5,120,Irad Ortiz Jr.,460,4
BEL,6/6/2019,2,6,118,Manuel Franco,1030,5
BEL,6/6/2019,2,7,124,Dylan Davis,3850,8
BEL,6/6/2019,2,8,120,Eric Cancel,310,6
BEL,6/6/2019,3,1,119,Mike E. Smith,1140,3
BEL,6/6/2019,3,3,123,Irad Ortiz Jr.,15,2
BEL,6/6/2019,3,4,121,Jose L. Ortiz,520,1
BEL,6/6/2019,3,5,121,Dylan Davis,1180,4
BEL,6/6/2019,3,6,115,Hector Rafael Diaz Jr.,4250,5
BEL,6/6/2019,4,1,118,Luis Saez,750,6
BEL,6/6/2019,4,2,118,Irad Ortiz Jr.,630,4
BEL,6/6/2019,4,3,118,Joel Rosario,1470,2
BEL,6/6/2019,4,4,118,Reylu Gutierrez,3875,8
BEL,6/6/2019,4,5,118,Junior Alvarado,960,1
BEL,6/6/2019,4,6,118,Jorge A. Vargas Jr.,520,7
BEL,6/6/2019,4,7,118,Jose L. Ortiz,130,5
BEL,6/6/2019,4,8,118,Javier Castellano,520,3
BEL,6/6/2019,5,1,118,Eric Cancel,1060,9
BEL,6/6/2019,5,10,118,Dylan Davis,4700,8
BEL,6/6/2019,5,11,118,Jose Lezcano,1040,7
BEL,6/6/2019,5,12,118,Manuel Franco,3625,12
BEL,6/6/2019,5,2,118,Jorge A. Vargas Jr.,4325,4
BEL,6/6/2019,5,3,118,Michael J. Luzzi,5775,11
BEL,6/6/2019,5,4,118,Luis Saez,750,6
BEL,6/6/2019,5,5,118,Flavien Prat,1030,10
BEL,6/6/2019,5,6,118,Irad Ortiz Jr.,330,2
BEL,6/6/2019,5,7,118,Javier Castellano,350,1
BEL,6/6/2019,5,8,118,Jose L. Ortiz,1780,3
BEL,6/6/2019,5,9,118,Joel Rosario,355,5
BEL,6/6/2019,6,1,125,John R. Velazquez,430,3
BEL,6/6/2019,6,2,125,Jose L. Ortiz,150,2
BEL,6/6/2019,6,3,120,Joel Rosario,280,1
BEL,6/6/2019,6,4,123,Kendrick Carmouche,450,4
BEL,6/6/2019,6,5,125,Manuel Franco,1100,6
BEL,6/6/2019,6,6,120,Javier Castellano,1080,5
BEL,6/6/2019,7,1,117,Jorge A. Vargas Jr.,330,1
BEL,6/6/2019,7,2,120,Jose L. Ortiz,980,4
BEL,6/6/2019,7,3,120,Shaun Bridgmohan,125,2
BEL,6/6/2019,7,4,118,Junior Alvarado,1840,3
BEL,6/6/2019,7,7,120,Angel Suarez,4675,5
BEL,6/6/2019,7,8,120,Jevian Toledo,790,6
BEL,6/6/2019,7,9,120,Irad Ortiz Jr.,310,7
BEL,6/6/2019,8,1,117,Jose Lezcano,1540,7
BEL,6/6/2019,8,10,117,Joe Bravo,1830,5
BEL,6/6/2019,8,2,121,Irad Ortiz Jr.,245,1
BEL,6/6/2019,8,4,115,Javier Castellano,650,6
BEL,6/6/2019,8,5,121,Manuel Franco,430,3
BEL,6/6/2019,8,6,123,Junior Alvarado,3550,8
BEL,6/6/2019,8,7,123,Mike E. Smith,1430,9
BEL,6/6/2019,8,8,121,Jose L. Ortiz,650,2
BEL,6/6/2019,8,9,121,Luis Saez,305,4
BEL,6/6/2019,9,1,118,Kendrick Carmouche,210,8
BEL,6/6/2019,9,10,118,Eric Cancel,3325,1
BEL,6/6/2019,9,11,118,Jorge A. Vargas Jr.,2575,2
BEL,6/6/2019,9,1A ,118,Manuel Franco,210,10
BEL,6/6/2019,9,2,118,Irad Ortiz Jr.,370,4
BEL,6/6/2019,9,3,118,Jose L. Ortiz,1900,11
BEL,6/6/2019,9,4,118,Joe Bravo,510,5
BEL,6/6/2019,9,5,118,Luis Saez,2900,3
BEL,6/6/2019,9,6,118,Rajiv Maragh,1110,9
BEL,6/6/2019,9,7,118,John R. Velazquez,375,7
BEL,6/6/2019,9,8,120,Samuel Camacho Jr.,1800,6
BEL,6/7/2019,1,1,118,Luis Saez,4500,6
BEL,6/7/2019,1,2,118,Jose L. Ortiz,430,3
BEL,6/7/2019,1,3,118,Ricardo Santana Jr.,1290,1
BEL,6/7/2019,1,4,118,Flavien Prat,520,5
BEL,6/7/2019,1,5,118,Javier Castellano,70,2
BEL,6/7/2019,1,6,118,Dylan Davis,1630,8
BEL,6/7/2019,1,7,118,Joel Rosario,850,4
BEL,6/7/2019,1,8,118,Eric Cancel,5975,7
BEL,6/7/2019,2,10,118,Joel Rosario,1480,1
BEL,6/7/2019,2,11,118,Kendrick Carmouche,550,5
BEL,6/7/2019,2,2,120,Manuel Franco,3825,8
BEL,6/7/2019,2,3,118,Luis Saez,2250,9
BEL,6/7/2019,2,4,124,Irad Ortiz Jr.,115,6
BEL,6/7/2019,2,5,118,Javier Castellano,2525,10
BEL,6/7/2019,2,6,120,Samuel Camacho Jr.,8475,7
BEL,6/7/2019,2,7,118,Jose Lezcano,990,4
BEL,6/7/2019,2,8,118,Eric Cancel,430,3
BEL,6/7/2019,2,9,124,Jose L. Ortiz,710,2
BEL,6/7/2019,3,10,122,Jose L. Ortiz,1650,4
BEL,6/7/2019,3,11,120,Jose Lezcano,215,3
BEL,6/7/2019,3,2,122,Irad Ortiz Jr.,275,2
BEL,6/7/2019,3,3,120,Joel Rosario,560,5
BEL,6/7/2019,3,9,122,Javier Castellano,145,1
BEL,6/7/2019,4,1,123,Jose Lezcano,175,1
BEL,6/7/2019,4,2,111,Heman K. Harkie,9250,9
BEL,6/7/2019,4,3,121,Luis Saez,910,3
BEL,6/7/2019,4,4,121,Eric Cancel,810,6
BEL,6/7/2019,4,5,123,Dylan Davis,280,4
BEL,6/7/2019,4,6,121,Kendrick Carmouche,1070,8
BEL,6/7/2019,4,7,125,Edwin Rivera,910,5
BEL,6/7/2019,4,8,121,Jose L. Ortiz,630,2
BEL,6/7/2019,4,9,121,Tzeonn Chang,3500,7
BEL,6/7/2019,5,2,117,Irad Ortiz Jr.,800,6
BEL,6/7/2019,5,3,119,Javier Castellano,100,2
BEL,6/7/2019,5,4,115,Joe Bravo,430,4
BEL,6/7/2019,5,5,119,John R. Velazquez,900,3
BEL,6/7/2019,5,6,118,Luis Saez,2330,5
BEL,6/7/2019,5,7,124,Jose L. Ortiz,290,1
BEL,6/7/2019,6,1,118,Joel Rosario,1550,7
BEL,6/7/2019,6,10,117,Javier Castellano,250,2
BEL,6/7/2019,6,11,117,Irad Ortiz Jr.,540,6
BEL,6/7/2019,6,2,123,Jose L. Ortiz,1660,3
BEL,6/7/2019,6,3,117,Jose Lezcano,530,5
BEL,6/7/2019,6,6,117,Manuel Franco,520,1
BEL,6/7/2019,6,7,117,John R. Velazquez,335,4
BEL,6/7/2019,6,8,123,Kendrick Carmouche,9325,9
BEL,6/7/2019,6,9,123,Luis Saez,1210,8
BEL,6/7/2019,7,1,118,Joel Rosario,550,2
BEL,6/7/2019,7,3,116,John R. Velazquez,2675,7
BEL,6/7/2019,7,4,121,Mario Gutierrez,165,1
BEL,6/7/2019,7,5,118,Luis Saez,5800,4
BEL,6/7/2019,7,6,116,Irad Ortiz Jr.,660,6
BEL,6/7/2019,7,7,121,Ricardo Santana Jr.,205,5
BEL,6/7/2019,7,8,121,Angel Suarez,530,3
BEL,6/7/2019,8,10,120,Jose Lezcano,1080,7
BEL,6/7/2019,8,2,120,Dylan Davis,990,5
BEL,6/7/2019,8,3,124,Joel Rosario,180,1
BEL,6/7/2019,8,4,124,Jose L. Ortiz,830,4
BEL,6/7/2019,8,5,122,John R. Velazquez,460,2
BEL,6/7/2019,8,6,124,Luis Saez,1120,3
BEL,6/7/2019,8,7,124,Ricardo Santana Jr.,295,8
BEL,6/7/2019,8,9,122,Manuel Franco,2360,6
BEL,6/7/2019,9,1,119,Manuel Franco,450,4
BEL,6/7/2019,9,2,119,Junior Alvarado,7400,6
BEL,6/7/2019,9,3,115,Jose L. Ortiz,1130,7
BEL,6/7/2019,9,4,119,Kendrick Carmouche,2500,8
BEL,6/7/2019,9,5,119,Florent Geroux,4425,5
BEL,6/7/2019,9,6,123,Javier Castellano,300,2
BEL,6/7/2019,9,7,115,John R. Velazquez,790,3
BEL,6/7/2019,9,8,119,Irad Ortiz Jr.,100,1
BEL,6/7/2019,10,1,121,Ben Curtis,1910,7
BEL,6/7/2019,10,2,116,Irad Ortiz Jr.,4375,8
BEL,6/7/2019,10,3,119,Flavien Prat,660,1
BEL,6/7/2019,10,4,115,Jose L. Ortiz,230,5
BEL,6/7/2019,10,5,115,Manuel Franco,2825,3
BEL,6/7/2019,10,6,123,Florent Geroux,205,2
BEL,6/7/2019,10,8,121,Jozef Bojko,720,6
BEL,6/7/2019,10,9,118,Joel Rosario,380,4
BEL,6/7/2019,11,10,118,Dylan Davis,7225,10
BEL,6/7/2019,11,11,123,Joel Rosario,390,1
BEL,6/7/2019,11,2,123,Jose L. Ortiz,340,5
BEL,6/7/2019,11,3,120,Junior Alvarado,160,3
BEL,6/7/2019,11,4,123,Irad Ortiz Jr.,1000,8
BEL,6/7/2019,11,5,120,Jose Lezcano,2020,2
BEL,6/7/2019,11,6,118,Rajiv Maragh,1320,9
BEL,6/7/2019,11,7,125,Kendrick Carmouche,1650,6
BEL,6/7/2019,11,8,120,Manuel Franco,1190,4
BEL,6/7/2019,11,9,125,Luis Saez,3850,7
BEL,6/8/2019,1,1,118,Junior Alvarado,325,3
BEL,6/8/2019,1,2,124,Irad Ortiz Jr.,450,4
BEL,6/8/2019,1,3,126,Joel Rosario,240,1
BEL,6/8/2019,1,4,113,Heman K. Harkie,3550,5
BEL,6/8/2019,1,6,124,Jose Lezcano,115,2
BEL,6/8/2019,2,1,116,Junior Alvarado,330,3
BEL,6/8/2019,2,2,116,Ricardo Santana Jr.,450,5
BEL,6/8/2019,2,3,117,Kendrick Carmouche,2575,7
BEL,6/8/2019,2,4,124,Manuel Franco,145,1
BEL,6/8/2019,2,5,116,Dylan Davis,2500,2
BEL,6/8/2019,2,6,116,Shannon Uske,4500,6
BEL,6/8/2019,2,7,124,Eric Cancel,4800,9
BEL,6/8/2019,2,8,117,Luis Saez,1510,8
BEL,6/8/2019,2,9,124,Joel Rosario,400,4
BEL,6/8/2019,3,1,116,Rajiv Maragh,1600,2
BEL,6/8/2019,3,3,116,Irad Ortiz Jr.,870,3
BEL,6/8/2019,3,4,115,John R. Velazquez,160,5
BEL,6/8/2019,3,5,119,Luis Saez,530,1
BEL,6/8/2019,3,6,121,Javier Castellano,100,4
BEL,6/8/2019,4,1,115,Manuel Franco,430,3
BEL,6/8/2019,4,2,115,John R. Velazquez,2150,4
BEL,6/8/2019,4,3,121,Irad Ortiz Jr.,410,2
BEL,6/8/2019,4,4,123,Javier Castellano,70,1
BEL,6/8/2019,4,5,118,Joel Rosario,2425,6
BEL,6/8/2019,4,6,115,Jose L. Ortiz,600,5
BEL,6/8/2019,5,1,117,Manuel Franco,80,2
BEL,6/8/2019,5,2,123,Mike E. Smith,170,1
BEL,6/8/2019,5,3,117,Irad Ortiz Jr.,1300,5
BEL,6/8/2019,5,4,117,Tyler Baze,510,4
BEL,6/8/2019,5,5,117,Mario Gutierrez,2130,3
BEL,6/8/2019,6,2,120,Joel Rosario,1320,2
BEL,6/8/2019,6,3,120,Jorge A. Vargas Jr.,1510,6
BEL,6/8/2019,6,5,118,Mike E. Smith,2450,5
BEL,6/8/2019,6,6,122,Irad Ortiz Jr.,440,3
BEL,6/8/2019,6,7,118,Flavien Prat,690,4
BEL,6/8/2019,6,8,122,Manuel Franco,40,1
